estado_importacao,chave_importacao,duplicado_provavel,ordem_cronologica,matricula,vin_chassi,processo_oficina,folha_obra,data_documento,hora_documento,data_hora_documento,origem_maquina,tipo_registo,resumo,link_documento_original,origem_ficheiro,lote_importacao,observacoes_importacao,criado_por,criado_em,km_leitura,modulo_calculador,referencia_software,edicao_calibracao,edicao_software,data_telecarregamento,numero_telecarregamentos,fornecedor_ecu,referencia_material,km_ultima_reposicao_manutencao,km_ate_proxima_manutencao,dias_ate_proxima_manutencao,dias_desde_ultima_reposicao_manutencao,numero_manutencoes_efetuadas,limite_temporal_ultrapassado,limite_quilometrico_ultrapassado,limiar_manutencao_km,duracao_manutencao_meses,inicio_primeira_manutencao_km,duracao_antes_primeira_manutencao_meses,gestao_manutencao,taxa_diluicao_oleo_pct,taxa_carbono_oleo_pct,protecao_anti_diluicao,intervalo_calculado_calculador_km,existem_defeitos,numero_total_codigos_eventos,codigos_principais,defeito_critico,estado_principal,caracterizacao_resumo_defeito,km_associado_defeito,acao_recomendada
validado,431e198d24ddb52e,sim,3,BG-46-TM,VF3YBBPFBPG057053,,,2026-03-13,,2026-03-13,Autel,lubrificacao_motor,informacoes lubrificacao motor,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/03_Marco/2026-03-13_BG-46-TM_VF3YBBPFBPG057053_lubrificacao_motor_informacoes-lubrificacao-motor.pdf,2026-03-13_VF3YBBPFBPG057053_informacoes-lubrificacao-motor_3.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,431e198d24ddb52e,sim,4,BG-46-TM,VF3YBBPFBPG057053,,,2026-03-13,,2026-03-13,Autel,lubrificacao_motor,informacoes lubrificacao motor,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/03_Marco/2026-03-13_BG-46-TM_VF3YBBPFBPG057053_lubrificacao_motor_informacoes-lubrificacao-motor.pdf,2026-03-13_VF3YBBPFBPG057053_informacoes-lubrificacao-motor_4.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,f28ad98b15f9ec1d,sim,5,BG-46-TM,VF3YBBPFBPG057053,,,2026-03-13,,2026-03-13,Autel,outro,informacoes linha de escape 1,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/03_Marco/2026-03-13_BG-46-TM_VF3YBBPFBPG057053_outro_informacoes-linha-de-escape-1.pdf,2026-03-13_VF3YBBPFBPG057053_informacoes-linha-de-escape-1_1.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,73fcc59145d7fcd2,sim,6,BG-46-TM,VF3YBBPFBPG057053,,,2026-03-13,,2026-03-13,Autel,outro,informacoes linha de escape 1,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/03_Marco/2026-03-13_BG-46-TM_VF3YBBPFBPG057053_outro_informacoes-linha-de-escape-1_1.pdf,2026-03-13_VF3YBBPFBPG057053_informacoes-linha-de-escape-1_2.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,f28ad98b15f9ec1d,sim,7,BG-46-TM,VF3YBBPFBPG057053,,,2026-03-13,,2026-03-13,Autel,outro,informacoes linha de escape 1,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/03_Marco/2026-03-13_BG-46-TM_VF3YBBPFBPG057053_outro_informacoes-linha-de-escape-1.pdf,2026-03-13_VF3YBBPFBPG057053_informacoes-linha-de-escape-1_3.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,73fcc59145d7fcd2,sim,8,BG-46-TM,VF3YBBPFBPG057053,,,2026-03-13,,2026-03-13,Autel,outro,informacoes linha de escape 1,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/03_Marco/2026-03-13_BG-46-TM_VF3YBBPFBPG057053_outro_informacoes-linha-de-escape-1_1.pdf,2026-03-13_VF3YBBPFBPG057053_informacoes-linha-de-escape-1_4.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,f28ad98b15f9ec1d,sim,9,BG-46-TM,VF3YBBPFBPG057053,,,2026-03-13,,2026-03-13,Autel,outro,informacoes linha de escape 1,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/03_Marco/2026-03-13_BG-46-TM_VF3YBBPFBPG057053_outro_informacoes-linha-de-escape-1.pdf,2026-03-13_VF3YBBPFBPG057053_informacoes-linha-de-escape-1_5.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,73fcc59145d7fcd2,sim,10,BG-46-TM,VF3YBBPFBPG057053,,,2026-03-13,,2026-03-13,Autel,outro,informacoes linha de escape 1,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/03_Marco/2026-03-13_BG-46-TM_VF3YBBPFBPG057053_outro_informacoes-linha-de-escape-1_1.pdf,2026-03-13_VF3YBBPFBPG057053_informacoes-linha-de-escape-1_6.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,f28ad98b15f9ec1d,sim,11,BG-46-TM,VF3YBBPFBPG057053,,,2026-03-13,,2026-03-13,Autel,outro,informacoes linha de escape 1,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/03_Marco/2026-03-13_BG-46-TM_VF3YBBPFBPG057053_outro_informacoes-linha-de-escape-1.pdf,2026-03-13_VF3YBBPFBPG057053_informacoes-linha-de-escape-1_7.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,73fcc59145d7fcd2,sim,12,BG-46-TM,VF3YBBPFBPG057053,,,2026-03-13,,2026-03-13,Autel,outro,informacoes linha de escape 1,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/03_Marco/2026-03-13_BG-46-TM_VF3YBBPFBPG057053_outro_informacoes-linha-de-escape-1_1.pdf,2026-03-13_VF3YBBPFBPG057053_informacoes-linha-de-escape-1_8.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,47203c9b6e949d77,nao,1,,VF3YBBPFC12W31462,,,2026-05-14,17:39:36,2026-05-14 17:39:36,PSA-DIAG/Stellantis,lubrificacao_motor,leitura de defeitos,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/05_Maio/2026-05-14_VF3YBBPFC12W31462_lubrificacao_motor_leitura-de-defeitos.pdf,2026-05-14_vf3ybbpfc12w31462_leitura-de-defeitos.pdf,historico_tecnico_2026_v2,,Codex,2026-05-20 03:17:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,784464f8bf1c5606,nao,2,,VF3YBBPFC12W31462,,,2026-05-14,17:40:06,2026-05-14 17:40:06,PSA-DIAG/Stellantis,identificacao_telecarregamento,referencia do material9824601180,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/05_Maio/2026-05-14_VF3YBBPFC12W31462_identificacao_telecarregamento_referencia-do-material9824601180.pdf,2026-05-14_vf3ybbpfc12w31462_referencia-do-material9824601180.pdf,historico_tecnico_2026_v2,,Codex,2026-05-20 03:17:27,,,00.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,98ba4b41e4e374f5,nao,1,AX-37-FI,VF3YBBPFC12W32778,,,2026-04-17,,2026-04-17,Autel,lubrificacao_motor,informacoes lubrificacao motor,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-17_AX-37-FI_VF3YBBPFC12W32778_lubrificacao_motor_informacoes-lubrificacao-motor.pdf,2026-04-17_VF3YBBPFC12W32778_informacoes-lubrificacao-motor.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,9df080b141eace40,sim,1,AT-41-ZA,VF7SXHMRVNT636098,,,2026-04-07,,2026-04-07,Autel,manutencao,informacoes de manutencao,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-07_AT-41-ZA_VF7SXHMRVNT636098_manutencao_informacoes-de-manutencao.pdf,2026-04-07_VF7SXHMRVNT636098_informacoes-de-manutencao_1.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,9df080b141eace40,sim,2,AT-41-ZA,VF7SXHMRVNT636098,,,2026-04-07,,2026-04-07,Autel,manutencao,informacoes de manutencao,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-07_AT-41-ZA_VF7SXHMRVNT636098_manutencao_informacoes-de-manutencao.pdf,2026-04-07_VF7SXHMRVNT636098_informacoes-de-manutencao_2.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,9df080b141eace40,sim,3,AT-41-ZA,VF7SXHMRVNT636098,,,2026-04-07,,2026-04-07,Autel,manutencao,informacoes de manutencao,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-07_AT-41-ZA_VF7SXHMRVNT636098_manutencao_informacoes-de-manutencao.pdf,2026-04-07_VF7SXHMRVNT636098_informacoes-de-manutencao_3.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,9df080b141eace40,sim,4,AT-41-ZA,VF7SXHMRVNT636098,,,2026-04-07,,2026-04-07,Autel,manutencao,informacoes de manutencao,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-07_AT-41-ZA_VF7SXHMRVNT636098_manutencao_informacoes-de-manutencao.pdf,2026-04-07_VF7SXHMRVNT636098_informacoes-de-manutencao_4.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,cf97e6b2ce2629eb,sim,1,AU-87-VS,VF7SXHMRVNT641972,,,2026-04-07,,2026-04-07,Autel,manutencao,informacoes de manutencao,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-07_AU-87-VS_VF7SXHMRVNT641972_manutencao_informacoes-de-manutencao.pdf,2026-04-07_VF7SXHMRVNT641972_informacoes-de-manutencao_1.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,cf97e6b2ce2629eb,sim,2,AU-87-VS,VF7SXHMRVNT641972,,,2026-04-07,,2026-04-07,Autel,manutencao,informacoes de manutencao,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-07_AU-87-VS_VF7SXHMRVNT641972_manutencao_informacoes-de-manutencao.pdf,2026-04-07_VF7SXHMRVNT641972_informacoes-de-manutencao_2.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,cf97e6b2ce2629eb,sim,3,AU-87-VS,VF7SXHMRVNT641972,,,2026-04-07,,2026-04-07,Autel,manutencao,informacoes de manutencao,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-07_AU-87-VS_VF7SXHMRVNT641972_manutencao_informacoes-de-manutencao.pdf,2026-04-07_VF7SXHMRVNT641972_informacoes-de-manutencao_3.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,cf97e6b2ce2629eb,sim,4,AU-87-VS,VF7SXHMRVNT641972,,,2026-04-07,,2026-04-07,Autel,manutencao,informacoes de manutencao,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-07_AU-87-VS_VF7SXHMRVNT641972_manutencao_informacoes-de-manutencao.pdf,2026-04-07_VF7SXHMRVNT641972_informacoes-de-manutencao_4.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,74f42126478b7c84,nao,1,BE-20-VX,VF7YAAPFBPG032531,,,2026-04-17,,2026-04-17,Autel,leitura_defeitos,relatorio de diagnostico do veiculo,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-17_BE-20-VX_VF7YAAPFBPG032531_leitura_defeitos_relatorio-de-diagnostico-do-veiculo.pdf,2026-04-17_VF7YAAPFBPG032531_relatorio-de-diagnostico-do-veiculo.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,a6d95dfe73b36ac4,nao,2,BE-20-VX,VF7YAAPFBPG032531,,,2026-04-17,,2026-04-17,Autel,lubrificacao_motor,informacoes lubrificacao motor,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-17_BE-20-VX_VF7YAAPFBPG032531_lubrificacao_motor_informacoes-lubrificacao-motor.pdf,2026-04-17_VF7YAAPFBPG032531_informacoes-lubrificacao-motor_1.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,742cd3caa2ddd173,nao,3,BE-20-VX,VF7YAAPFBPG032531,,,2026-04-17,,2026-04-17,Autel,lubrificacao_motor,informacoes lubrificacao motor,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-17_BE-20-VX_VF7YAAPFBPG032531_lubrificacao_motor_informacoes-lubrificacao-motor_1.pdf,2026-04-17_VF7YAAPFBPG032531_informacoes-lubrificacao-motor_2.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,5622fa9d1253c29e,nao,1,BG-75-TI,VF7YAAPFBPG032533,,,2026-01-24,,2026-01-24,Autel,lubrificacao_motor,informacoes lubrificacao motor,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/01_Janeiro/2026-01-24_BG-75-TI_VF7YAAPFBPG032533_lubrificacao_motor_informacoes-lubrificacao-motor.pdf,2026-01-24_VF7YAAPFBPG032533_informacoes-lubrificacao-motor.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,5a0fb004a83b97ce,nao,1,BG-75-TI,VF7YAAPFBPG032533,,,2026-03-03,,2026-03-03,Autel,leitura_defeitos,relatorio de diagnostico do veiculo,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/03_Marco/2026-03-03_BG-75-TI_VF7YAAPFBPG032533_leitura_defeitos_relatorio-de-diagnostico-do-veiculo.pdf,2026-03-03_VF7YAAPFBPG032533_relatorio-de-diagnostico-do-veiculo.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
